index,facility_name,source_facility_type,odhf_facility_type,provider,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,cluster
1128,Medi-Kel,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,1715,ellis street,V1Y 8M9,Kelowna,BC,1715 ellis street kelowna bc v1y 8m9,Kelowna,5935010.0,59.0,49.883419,-119.493432,1
1129,Medical Arts Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,103-650,south terminal avenue,V9R 5E2,Nanaimo,BC,103-650 south terminal avenue nanaimo bc v9r 5e2,Nanaimo,5921007.0,59.0,49.16431,-123.9333,1
1130,Medusa Street Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5832,medusa street,V0N 3A3,Sechelt,BC,5832 medusa street sechelt bc v0n 3a3,Sechelt,5929011.0,59.0,49.4749989,-123.7650971,1
1131,Mega Fu Medical,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,9251,alderbridge way,V6X 0N1,Richmond,BC,9251 alderbridge way richmond bc v6x 0n1,Richmond,5915015.0,59.0,49.178089,-123.119861,1
1132,Melody House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1730,macdonald st,V6K 3X8,Vancouver,BC,1730 macdonald st vancouver bc v6k 3x8,Vancouver,5915022.0,59.0,49.270557,-123.1681564,1
1133,Menno Extended Care Hospital,chronic care,Nursing and residential care facilities,Public Health Agency of Canada,32945,marshall rd,V2S 1K1,Abbotsford,BC,32945 marshall rd. abbotsford bc v2s 1k1,Abbotsford,5909052.0,59.0,49.0384349,-122.31174140000002,1
1134,Menno Place - Menno Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,32910,brundige ave,V2S 1N2,Abbotsford,BC,32910 brundige ave abbotsford bc v2s 1n2,Abbotsford,5909052.0,59.0,49.03968,-122.311293,1
1137,Mentmore,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,523,mentmore st,V3J 4P5,Coquitlam,BC,523 mentmore st coquitlam bc v3j 4p5,Coquitlam,5915034.0,59.0,49.250387200000006,-122.8702195,1
1138,Mercy Canada,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,19465,16 ave,V3Z 9V2,Surrey,BC,19465 16th ave surrey bc v3z 9v2,Surrey,5915004.0,59.0,49.032142,-122.68423500000002,1
1139,Mercy Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,7155,120 street,V4E 2B1,Delta,BC,7155 120th street delta bc v4e 2b1,Delta,5915011.0,59.0,49.132875,-122.892594,1
1140,Mid-Main Community Health Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,3998,main street,V5V 3P2,Vancouver,BC,3998 main street vancouver bc v5v 3p2,Vancouver,5915022.0,59.0,49.249493,-123.100611,1
1141,Middleton House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,10306,middleton dr,V1T 2K6,Vernon,BC,10306 middleton dr vernon bc v1t 2k6,Coldstream,5937010.0,59.0,50.236328,-119.237596,1
1142,Mile Zero Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,121-10200,8 street,V1G 3P8,Dawson Creek,BC,121-10200 8th street dawson creek bc v1g 3p8,Dawson Creek,5955014.0,59.0,55.757051,-120.222749,1
1143,Milford,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2575,milford rd,V9W 5H3,Campbell River,BC,2575 milford rd campbell river bc v9w 5h3,Campbell River,5924034.0,59.0,49.9676849,-125.235307,1
1144,Milford Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,10420,milford dr,V7A 4J7,Richmond,BC,10420 milford dr richmond bc v7a 4j7,Richmond,5915015.0,59.0,49.139108,-123.1151772,1
1145,Mill Lake Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,33056,mill lake rd,V2S 2A3,Abbotsford,BC,33056 mill lake rd abbotsford bc v2s 2a3,Abbotsford,5909052.0,59.0,49.04811779999999,-122.3077854,1
1147,Millers Way,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7710,15 ave,V3N 1W5,Burnaby,BC,7710 15th ave burnaby bc v3n 1w5,Burnaby,5915025.0,59.0,49.220594,-122.935316,1
1148,Millgrove Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3028,millgrove st,V9A 1X5,Victoria,BC,3028 millgrove st victoria bc v9a 1x5,Saanich,5917021.0,59.0,48.448569,-123.3931465,1
1149,Mills Memorial Hospital,general,Hospitals,Public Health Agency of Canada,4720,haugland ave,V8G 2W7,Terrace,BC,4720 haugland ave. terrace bc v8g 2w7,Terrace,5949011.0,59.0,54.510203,-128.596541,1
1150,Mimi's House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1631,earlston ave,V8P 2Z6,Victoria,BC,1631 earlston ave victoria bc v8p 2z6,Saanich,5917021.0,59.0,48.46396,-123.33049,1
1151,Mina Care Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1061,mina ave,V8Z 6P8,Victoria,BC,1061 mina ave victoria bc v8z 6p8,Saanich,5917021.0,59.0,48.467004,-123.41149,1
1152,Minoru Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7333,gollner ave,V6Y 1Y4,Richmond,BC,7333 gollner ave richmond bc v6y 1y4,Richmond,5915015.0,59.0,49.16897,-123.15,1
1154,Mission Creek Landing Ltd.,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3081,hall rd,V1W 2R5,Kelowna,BC,3081 hall rd kelowna bc v1w 2r5,Kelowna,5935010.0,59.0,49.8715375,-119.4282439,1
1155,Mission Hills Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,107-32471,lougheed highway,V2V 0C8,Mission,BC,107-32471 lougheed highway mission bc v2v 0c8,Mission,5909056.0,59.0,49.133002000000005,-122.32574,1
1156,Mission Medical Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,102-3320,richter street,V1W 4V5,Kelowna,BC,102-3320 richter street kelowna bc v1w 4v5,Kelowna,5935010.0,59.0,49.85784,-119.4897,1
1157,Mission Memorial Hospital,extended care,Hospitals,Public Health Agency of Canada,7324,hurd st,V2V 3H5,Mission,BC,7324 hurd st. mission bc v2v 3h5,Mission,5909056.0,59.0,49.1351173,-122.3326872,1
1158,Monashee Mews,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2165,norris ave,V0E 2G0,Lumby,BC,2165 norris ave lumby bc v0e 2g0,Lumby,5937005.0,59.0,50.2498936,-118.9617267,1
1159,Montgomery House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,227,montgomery st,V3K 5E7,Coquitlam,BC,227 montgomery st coquitlam bc v3k 5e7,Coquitlam,5915034.0,59.0,49.2368532,-122.8392463,1
1160,Moog and Friends Hospice House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1701,government st,V2A 8J7,Penticton,BC,1701 government st penticton bc v2a 8j7,Penticton,5907041.0,59.0,49.481517,-119.575713,1
1161,Morgan Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3288,156a st,V3Z 9T1,Surrey,BC,3288 156a st surrey bc v3z 9t1,Surrey,5915004.0,59.0,49.062332,-122.790069,1
1162,Moss Rock Medical Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,1282,fairfield road,V8V 4W3,Victoria,BC,1282 fairfield road victoria bc v8v 4w3,Victoria,5917034.0,59.0,48.415738,-123.349207,1
1163,Mount Ida Medical Centre,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,200,trans canada highway sw,V1E 1V4,Salmon Arm,BC,200 trans canada highway sw salmon arm bc v1e 1v4,Salmon Arm,5939032.0,59.0,50.699561,-119.287604,1
1164,Mount Ida Mews,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,100,5 ave se,V1E 4H4,Salmon Arm,BC,100 5 ave se salmon arm bc v1e 4h4,Salmon Arm,5939032.0,59.0,50.696003000000005,-119.28418,1
1165,Mount Nelson Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,750,6 avenue,V0A 1K0,Invermere,BC,750 6th avenue invermere bc v0a 1k0,Invermere,5901039.0,59.0,50.507667,-116.0282627,1
1167,Mount Seymour Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,333,seymour boulevard,V7J 2J4,North Vancouver,BC,333 seymour boulevard north vancouver bc v7j 2j4,Seymour Creek 2,5915811.0,59.0,49.311582,-123.024409,1
1168,Mount Seymour Parkway House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,3403,mt seymour pkwy,V7H 1G4,North Vancouver,BC,3403 mt seymour pkwy north vancouver bc v7h 1g4,North Vancouver,5915046.0,59.0,49.3153534,-122.9773545,1
1171,Mount Tolmie Hospital,extended care,Nursing and residential care facilities,Public Health Agency of Canada,3690,richmond rd,V8P 4R6,Victoria,BC,3690 richmond rd. victoria bc v8p 4r6,Saanich,5917021.0,59.0,48.459924,-123.330454,1
1172,Mountain Lake Seniors Community Ltd.,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,908,11 street,V1L 7A6,Nelson,BC,908 11 street nelson bc v1l 7a6,Nelson,5903015.0,59.0,49.508215,-117.265992,1
1173,Mountain View,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,470,middleton way,V1B 3Z7,Vernon,BC,470 middleton way vernon bc v1b 3z7,Coldstream,5937010.0,59.0,50.2325339,-119.2424448,1
1174,Mountain View Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5133,boundary rd,V3G 2N4,Abbotsford,BC,5133 boundary rd abbotsford bc v3g 2n4,Abbotsford,5909052.0,59.0,49.0955257,-122.0814539,1
1175,Mountain View Lodge,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,951,murray street,V0K 1V0,Lillooet,BC,951 murray street lillooet bc v0k 1v0,Lillooet,5931026.0,59.0,50.6892622,-121.9389613,1
1176,Mountain View Lodge Complex & Long Term Care Unit,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,920,lahakas blvd,V8C 2S3,Kitimat,BC,920 lahakas blvd kitimat bc v8c 2s3,Kitimat,5949005.0,59.0,54.050267000000005,-128.65618,1
1178,Mountainview Group Home,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4195,jingle pot rd,V9T 5P7,Nanaimo,BC,4195 jingle pot rd nanaimo bc v9t 5p7,Nanaimo,5921007.0,59.0,49.206446,-124.02689,1
1179,Mt. Cartier Court,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1200,newlands rd,V0E 2S0,Revelstoke,BC,1200 newlands rd revelstoke bc v0e 2s0,Revelstoke,5939019.0,59.0,50.977361,-118.191795,1
1180,Mulberry Place,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,2803,39 st,V1T 6J3,Vernon,BC,2803 39 st vernon bc v1t 6j3,Vernon,5937014.0,59.0,50.2628808,-119.2869228,1
1181,Mundy Street Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,316,mundy st,V3K 5M4,Coquitlam,BC,316 mundy st coquitlam bc v3k 5m4,Coquitlam,5915034.0,59.0,49.2400763,-122.8345635,1
1182,Murals Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,100-22314,fraser highway,V3A 8M6,Langley,BC,100-22314 fraser highway langley bc v3a 8m6,Langley,5915001.0,59.0,49.090915,-122.606243,1
1183,Murray House (p.d.s.c.l.),Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,110,murray dr,V2A 7E4,Penticton,BC,110 murray dr penticton bc v2a 7e4,Penticton,5907041.0,59.0,49.4684905,-119.5904134,1
1184,Murrayville Manor,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,21616,46 ave,V3A 3J4,Langley,BC,21616 46th ave langley bc v3a 3j4,Langley,5915001.0,59.0,49.085552,-122.624304,1
1185,Muscroft House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4433,francis road,V7C 1J8,Richmond,BC,4433 francis road richmond bc v7c 1j8,Richmond,5915015.0,59.0,49.148604,-123.1746239,1
1186,Nanaimo Regional General Hospital,general,Hospitals,Public Health Agency of Canada,1200,dufferin cres,V9S 2B7,Nanaimo,BC,1200 dufferin cres. nanaimo bc v9s 2b7,Nanaimo,5921007.0,59.0,49.1849979,-123.969295,1
1187,Nanaimo Seniors Village,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,6085,uplands dr,V9V 1T8,Nanaimo,BC,6085 uplands dr nanaimo bc v9v 1t8,Nanaimo,5921007.0,59.0,49.236311,-124.03886,1
1188,Nancy Greene Way,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5793,nancy greene way,V7R 4W4,North Vancouver,BC,5793 nancy greene way north vancouver bc v7r 4w4,North Vancouver,5915046.0,59.0,49.3687958,-123.100531,1
1189,Nazirah House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,4560,imperial st,V5J 1B6,Burnaby,BC,4560 imperial st burnaby bc v5j 1b6,Burnaby,5915025.0,59.0,49.2215495,-123.0007978,1
1190,Nechako Center - Adult,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,1308,alward st,V2M 7B1,Prince George,BC,1308 alward st prince george bc v2m 7b1,Prince George,5953023.0,59.0,53.9110183,-122.76638090000002,1
1191,Nechako Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,143-1600,15 avenue,V2L 3X3,Prince George,BC,143-1600 15th avenue prince george bc v2l 3x3,Prince George,5953023.0,59.0,53.91085,-122.7588,1
1192,Nelson Avenue,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7077,nelson ave,V5J 4B9,Burnaby,BC,7077 nelson ave burnaby bc v5j 4b9,Burnaby,5915025.0,59.0,49.2192139,-122.9945662,1
1193,Nelson Avenue Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,620,nelson ave,V1L 2N6,Nelson,BC,620 nelson ave nelson bc v1l 2n6,Nelson,5903015.0,59.0,49.50423189999999,-117.2789603,1
1194,Nelson Jubilee Manor,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,500,beasley street w,V1L 6G9,Nelson,BC,500 beasley street west nelson bc v1l 6g9,Nelson,5903015.0,59.0,49.4795674,-117.29899609999998,1
1195,Nelson Residence,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5534,nelson avenue,V8A 4C8,Powell River,BC,5534 nelson avenue powell river bc v8a 4c8,Powell River,5927008.0,59.0,49.8660534,-124.5253194,1
1196,Neville House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,5675,neville st,V5J 2J1,Burnaby,BC,5675 neville st burnaby bc v5j 2j1,Burnaby,5915025.0,59.0,49.2141609,-122.9810592,1
1197,New Britton House,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,7478,britton st,V3N 3A5,Burnaby,BC,7478 britton st burnaby bc v3n 3a5,Burnaby,5915025.0,59.0,49.2168933,-122.9478861,1
1198,New Greenwood Lodge,Nursing and residential care facilities,Nursing and residential care facilities,Province of British Columbia,13227,96 ave,V3V 1Y5,Surrey,BC,13227 96th ave surrey bc v3v 1y5,Surrey,5915004.0,59.0,49.177352,-122.856054,1
1199,New Pitt Meadows Medical Clinic,Ambulatory health care services,Ambulatory health care services,Province of British Columbia,12181,harris road,V3Y 2E9,Pitt Meadows,BC,12181 harris road pitt meadows bc v3y 2e9,Pitt Meadows,5915070.0,59.0,49.224038,-122.690225,1
12,Alberta Hospital Edmonton,psychiatric,Hospitals,Public Health Agency of Canada,17480,fort rd,T5J 2J7,Edmonton,AB,17480 fort rd. edmonton ab t5j 2j7,Edmonton,4811061.0,48.0,53.636387,-113.374023,4
